council_district,standardized_category,lat_bin_approx_100m,lon_bin_approx_100m,cluster_request_count,open_cluster_count,long_resolution_cluster_count,median_resolution_days
C,Solid Waste / Recycling,29.809,-95.415,9,3,2,13.087407407407408
B,Solid Waste / Recycling,29.778,-95.325,8,0,2,4.984988425925926
B,Solid Waste / Recycling,29.777,-95.333,8,1,0,0.0024074074074074
B,Solid Waste / Recycling,29.779,-95.322,8,1,1,5.109791666666666
D,Solid Waste / Recycling,29.666,-95.357,8,2,1,6.48380787037037
H,Solid Waste / Recycling,29.812,-95.387,8,1,3,9.795190972222223
H,Solid Waste / Recycling,29.81,-95.386,8,4,3,15.603570601851851
B,Solid Waste / Recycling,29.862,-95.305,8,3,2,13.836006944444444
F,Traffic Signals / Lighting,29.704,-95.558,8,0,0,0.0958333333333333
B,Solid Waste / Recycling,29.865,-95.427,8,1,2,12.908819444444443
K,Water,29.63,-95.455,8,0,0,0.257818287037037
I,Traffic Signals / Lighting,29.641,-95.244,8,0,0,0.0499768518518518
D,Solid Waste / Recycling,29.64,-95.404,8,1,3,7.193923611111111
D,Solid Waste / Recycling,29.652,-95.372,8,0,3,15.534375
D,Solid Waste / Recycling,29.65,-95.376,8,2,0,1.9281481481481482
D,Solid Waste / Recycling,29.638,-95.35,8,1,0,3.1078124999999996
H,Solid Waste / Recycling,29.826,-95.392,8,2,4,34.487743055555555
H,Solid Waste / Recycling,29.823,-95.385,8,1,3,2.845578703703704
I,Solid Waste / Recycling,29.808,-95.238,8,0,1,7.472251157407407
I,Solid Waste / Recycling,29.808,-95.239,8,0,0,2.991579861111111
E,Traffic Signals / Lighting,29.568,-95.132,8,2,2,4.6740509259259255
E,Solid Waste / Recycling,30.068,-95.177,8,0,0,6.020422453703704
F,Solid Waste / Recycling,29.734,-95.534,8,0,1,3.679241898148148
E,Water,29.683,-95.252,8,0,0,0.18307291666666664
E,Traffic Signals / Lighting,30.049,-95.233,8,0,0,0.0599305555555555
F,Solid Waste / Recycling,29.73,-95.611,8,0,2,7.957870370370371
B,Solid Waste / Recycling,29.773,-95.324,8,0,2,1.1241087962962963
B,Solid Waste / Recycling,29.788,-95.344,8,0,3,6.500734953703704
H,Solid Waste / Recycling,29.794,-95.385,8,1,1,9.434207175925927
A,Solid Waste / Recycling,29.814,-95.54,8,2,0,0.3665451388888889
H,Solid Waste / Recycling,29.802,-95.387,8,0,7,21.908935185185182
H,Solid Waste / Recycling,29.801,-95.388,8,0,7,18.50908564814815
D,Solid Waste / Recycling,29.63,-95.374,8,1,1,5.879756944444445
K,Solid Waste / Recycling,29.644,-95.442,8,4,0,3.4478472222222223
B,Solid Waste / Recycling,29.765,-95.338,8,1,3,11.307719907407408
H,Solid Waste / Recycling,29.799,-95.352,8,1,2,7.459143518518519
H,Solid Waste / Recycling,29.791,-95.382,8,0,2,9.811944444444444
D,Solid Waste / Recycling,29.673,-95.344,8,0,1,4.1198958333333335
C,Solid Waste / Recycling,29.671,-95.487,8,1,3,8.997280092592593
A,Solid Waste / Recycling,29.862,-95.52,8,0,3,13.158732638888889
B,Solid Waste / Recycling,29.856,-95.249,8,0,0,7.274814814814815
F,Traffic Signals / Lighting,29.731,-95.593,8,1,1,0.0159375
B,Solid Waste / Recycling,29.861,-95.459,8,3,1,0.0035879629629629
B,Solid Waste / Recycling,29.863,-95.295,8,1,1,2.8614236111111118
E,Traffic Signals / Lighting,29.59,-95.103,8,1,1,0.0083333333333333
K,Solid Waste / Recycling,29.623,-95.498,8,0,1,2.852748842592593
D,Solid Waste / Recycling,29.685,-95.369,8,1,6,66.9844675925926
C,Solid Waste / Recycling,29.728,-95.405,8,0,5,25.478090277777778
J,Solid Waste / Recycling,29.735,-95.469,8,1,2,5.352592592592592
D,Solid Waste / Recycling,29.684,-95.367,8,1,1,4.986400462962963
J,Traffic Signals / Lighting,29.69,-95.558,8,1,0,0.0078125
J,Solid Waste / Recycling,29.703,-95.481,8,0,1,6.397824074074075
H,Solid Waste / Recycling,29.918,-95.396,8,4,3,24.19376736111111
C,Traffic Signals / Lighting,29.682,-95.459,8,0,1,1.4762962962962962
I,Water,29.819,-95.209,8,0,0,0.1599652777777777
B,Solid Waste / Recycling,29.887,-95.292,8,0,0,6.194548611111111
E,Solid Waste / Recycling,29.764,-95.216,8,0,1,8.022777777777778
H,Solid Waste / Recycling,29.848,-95.381,8,0,0,7.50150462962963
C,Solid Waste / Recycling,29.735,-95.402,8,0,3,11.055885416666667
K,Solid Waste / Recycling,29.651,-95.501,8,2,3,101.10931712962964
H,Solid Waste / Recycling,29.786,-95.372,8,1,3,13.100972222222222
H,Solid Waste / Recycling,29.785,-95.309,8,1,1,5.880769675925926
D,Solid Waste / Recycling,29.612,-95.232,8,2,1,4.0549131944444445
C,Solid Waste / Recycling,29.74,-95.417,8,1,1,6.7463194444444445
H,Solid Waste / Recycling,29.857,-95.406,8,1,0,7.715376157407407
B,Sewer / Wastewater,29.762,-95.272,8,0,1,3.0344155092592593
D,Solid Waste / Recycling,29.693,-95.359,8,0,5,22.13212962962963
D,Solid Waste / Recycling,29.692,-95.346,8,4,0,11.77070601851852
C,Solid Waste / Recycling,29.67,-95.496,8,2,2,11.8471875
H,Solid Waste / Recycling,29.766,-95.375,8,3,1,1.3956018518518518
D,Solid Waste / Recycling,29.704,-95.367,8,2,2,5.333263888888888
C,Solid Waste / Recycling,29.76,-95.419,8,1,0,1.0474768518518518
C,Solid Waste / Recycling,29.76,-95.423,8,0,3,7.651961805555556
F,Water,29.729,-95.6,8,0,1,0.3461458333333334
F,Water,29.728,-95.614,8,0,0,0.7755497685185185
F,Water,29.721,-95.623,8,1,0,0.1271759259259259
C,Solid Waste / Recycling,29.771,-95.425,8,2,0,7.382511574074074
A,Solid Waste / Recycling,29.795,-95.551,8,1,5,40.33721064814815
D,Solid Waste / Recycling,29.614,-95.369,8,0,7,26.371550925925924
H,Solid Waste / Recycling,29.751,-95.331,8,0,1,2.7638252314814817
C,Solid Waste / Recycling,29.742,-95.39,8,0,2,7.9173784722222225
C,Solid Waste / Recycling,29.739,-95.422,8,0,0,8.981788194444444
C,Water,29.792,-95.406,8,0,0,0.09955439814814815
B,Road / Pothole / Bridge,29.784,-95.316,8,0,0,0.7660127314814815
I,Solid Waste / Recycling,29.739,-95.327,8,0,3,14.18447337962963
I,Water,29.752,-95.351,8,0,0,0.20574652777777774
K,Solid Waste / Recycling,29.591,-95.45,8,1,1,5.763321759259259
G,Solid Waste / Recycling,29.743,-95.487,8,0,6,34.68782986111111
G,Road / Pothole / Bridge,29.747,-95.442,8,2,1,1.8124594907407405
E,Solid Waste / Recycling,29.637,-95.226,8,0,1,3.1714525462962966
E,Solid Waste / Recycling,29.628,-95.193,8,0,0,3.0650810185185184
C,Solid Waste / Recycling,29.768,-95.405,8,0,3,10.587453703703703
B,Solid Waste / Recycling,29.809,-95.283,8,4,1,6.581365740740741
D,Solid Waste / Recycling,29.724,-95.38,8,0,5,31.168275462962967
D,Solid Waste / Recycling,29.723,-95.381,8,2,3,20.117291666666667
B,Solid Waste / Recycling,29.813,-95.287,8,4,2,17.795040509259263
D,Solid Waste / Recycling,29.717,-95.37,8,2,6,70.83523726851851
J,Solid Waste / Recycling,29.68,-95.502,8,2,2,7.945439814814815
B,Drainage / Flooding,29.882,-95.293,8,0,0,0.0035532407407407
D,Solid Waste / Recycling,29.728,-95.37,8,0,3,7.809091435185184
I,Solid Waste / Recycling,29.741,-95.297,8,0,0,3.3499247685185187
I,Solid Waste / Recycling,29.736,-95.255,8,2,0,5.8984143518518515
B,Traffic Signals / Lighting,29.85,-95.262,8,1,0,3.686053240740741
C,Solid Waste / Recycling,29.747,-95.404,8,2,1,7.0346875
K,Solid Waste / Recycling,29.658,-95.458,8,0,1,1.9996180555555552
C,Water,29.782,-95.431,8,1,1,0.0994560185185185
B,Solid Waste / Recycling,29.833,-95.329,8,4,0,2.0213194444444444
D,Solid Waste / Recycling,29.736,-95.351,8,1,4,14.978067129629627
D,Solid Waste / Recycling,29.736,-95.355,8,1,1,0.8325231481481481
K,Solid Waste / Recycling,29.656,-95.49,8,2,3,18.462494212962966
C,Water,29.734,-95.388,8,0,0,0.47928240740740735
C,Water,29.766,-95.402,8,0,0,0.39446180555555554
A,Solid Waste / Recycling,29.798,-95.541,8,3,5,65.05364583333333
G,Water,29.748,-95.572,8,0,1,2.621024305555556
D,Solid Waste / Recycling,29.74,-95.37,8,2,3,15.946423611111111
I,Sewer / Wastewater,29.731,-95.299,8,0,1,0.8754398148148148
I,Solid Waste / Recycling,29.741,-95.34,8,0,7,16.762708333333332
I,Solid Waste / Recycling,29.735,-95.335,8,0,2,15.319687500000002
I,Solid Waste / Recycling,29.739,-95.335,8,0,3,8.14755787037037
I,Solid Waste / Recycling,29.738,-95.293,8,0,2,12.916956018518519
D,Water,29.704,-95.392,8,1,4,31.042256944444443
K,Solid Waste / Recycling,29.578,-95.514,8,1,3,6.077708333333334
B,Solid Waste / Recycling,29.853,-95.249,8,0,1,6.831116898148148
I,Solid Waste / Recycling,29.742,-95.256,8,0,4,14.07699074074074
I,Road / Pothole / Bridge,29.741,-95.297,8,3,1,4.224282407407407
A,Solid Waste / Recycling,29.791,-95.531,8,1,1,2.899328703703704
I,Solid Waste / Recycling,29.719,-95.299,8,0,4,18.44732638888889
D,Solid Waste / Recycling,29.739,-95.356,8,0,4,11.319982638888888
B,Water,29.948,-95.546,8,1,0,0.0035532407407407
D,Traffic Signals / Lighting,29.644,-95.387,8,0,0,0.44144097222222217
D,Traffic Signals / Lighting,29.643,-95.408,8,0,0,0.4301157407407407
D,Traffic Signals / Lighting,29.621,-95.305,8,0,0,0.00651620370370365
C,Drainage / Flooding,29.781,-95.426,8,0,3,2.878888888888889
D,Traffic Signals / Lighting,29.645,-95.368,8,1,0,0.0633680555555555
G,Traffic Signals / Lighting,29.762,-95.645,8,0,0,0.0086226851851851
C,Solid Waste / Recycling,29.756,-95.393,8,1,1,1.0152662037037037
D,Traffic Signals / Lighting,29.74,-95.379,8,0,0,0.7881712962962963
K,Solid Waste / Recycling,29.626,-95.436,8,0,0,1.9592766203703702
G,Traffic Signals / Lighting,29.732,-95.468,8,1,0,1.990295138888889
C,Solid Waste / Recycling,29.757,-95.377,8,1,0,3.998263888888889
C,Solid Waste / Recycling,29.751,-95.385,8,0,2,10.45913773148148
A,Traffic Signals / Lighting,29.884,-95.474,8,0,0,0.0008159722222221999
B,Solid Waste / Recycling,29.84,-95.31,8,1,2,6.000775462962963
B,Solid Waste / Recycling,29.839,-95.266,8,1,2,5.903043981481481
G,Water,29.742,-95.563,8,0,0,0.7426388888888888
G,Traffic Signals / Lighting,29.75,-95.501,8,0,0,0.00662615740740735
A,Solid Waste / Recycling,29.811,-95.535,8,2,2,19.85642361111111
C,Solid Waste / Recycling,29.754,-95.395,8,1,1,7.415451388888889
I,Solid Waste / Recycling,29.73,-95.288,8,4,0,7.013778935185185
I,Solid Waste / Recycling,29.736,-95.286,8,0,1,1.5095312500000002
I,Solid Waste / Recycling,29.727,-95.285,8,1,1,5.545671296296296
I,Solid Waste / Recycling,29.724,-95.303,8,0,5,20.13545717592593
G,Traffic Signals / Lighting,29.734,-95.461,8,0,0,0.0126851851851851
I,Solid Waste / Recycling,29.737,-95.323,8,1,3,7.897951388888889
A,Traffic Signals / Lighting,29.838,-95.489,8,1,0,0.3288310185185185
C,Traffic Signals / Lighting,29.803,-95.429,8,0,0,0.00638888888888885
D,Traffic Signals / Lighting,29.658,-95.376,8,0,0,0.00668981481481475
G,Traffic Signals / Lighting,29.747,-95.442,8,4,2,8.270324074074074
G,Traffic Signals / Lighting,29.746,-95.501,8,0,0,0.0275868055555555
D,Traffic Signals / Lighting,29.706,-95.399,8,0,0,0.770150462962963
D,Traffic Signals / Lighting,29.703,-95.353,8,1,0,1.4996180555555556
C,Solid Waste / Recycling,29.755,-95.378,8,0,1,1.9988657407407409
A,Road / Pothole / Bridge,29.858,-95.505,8,2,0,2.3282986111111112
F,Solid Waste / Recycling,29.695,-95.595,8,1,0,2.998275462962963
C,Solid Waste / Recycling,29.789,-95.407,8,0,0,0.0010532407407407
B,Solid Waste / Recycling,29.778,-95.318,8,0,2,3.785034722222222
F,Solid Waste / Recycling,29.662,-95.588,8,0,1,2.985763888888889
C,Solid Waste / Recycling,29.791,-95.393,8,1,1,4.1189583333333335
K,Traffic Signals / Lighting,29.692,-95.414,7,0,0,0.0348379629629629
C,Solid Waste / Recycling,29.782,-95.401,7,0,2,7.613136574074074
K,Water,29.648,-95.502,7,2,0,0.0535879629629629
C,Solid Waste / Recycling,29.793,-95.394,7,0,1,7.13337962962963
C,Solid Waste / Recycling,29.781,-95.43,7,2,2,12.304594907407408
C,Solid Waste / Recycling,29.799,-95.418,7,2,0,11.74480324074074
C,Solid Waste / Recycling,29.799,-95.416,7,4,1,0.0016782407407407
C,Solid Waste / Recycling,29.794,-95.403,7,1,2,7.396290509259259
C,Solid Waste / Recycling,29.797,-95.404,7,1,1,6.984913194444445
I,Traffic Signals / Lighting,29.762,-95.369,7,1,0,1.051846064814815
F,Solid Waste / Recycling,29.664,-95.602,7,3,1,5.818559027777778
K,Solid Waste / Recycling,29.606,-95.469,7,3,1,5.823038194444445
B,Solid Waste / Recycling,29.873,-95.443,7,1,0,0.0010590277777777
B,Solid Waste / Recycling,29.872,-95.426,7,0,1,5.889809027777778
F,Solid Waste / Recycling,29.672,-95.596,7,0,3,6.860648148148148
F,Solid Waste / Recycling,29.693,-95.595,7,0,1,2.8796180555555555
B,Solid Waste / Recycling,29.876,-95.288,7,2,3,27.887534722222224
F,Solid Waste / Recycling,29.682,-95.575,7,1,4,18.98741898148148
C,Solid Waste / Recycling,29.681,-95.466,7,2,1,7.095023148148148
C,Solid Waste / Recycling,29.714,-95.416,7,1,2,6.71787037037037
B,Solid Waste / Recycling,29.777,-95.346,7,1,1,4.951921296296296
B,Solid Waste / Recycling,29.774,-95.336,7,1,1,1.818408564814815
B,Solid Waste / Recycling,29.773,-95.322,7,2,1,3.8543055555555554
K,Solid Waste / Recycling,29.641,-95.548,7,0,2,3.961446759259259
D,Solid Waste / Recycling,29.638,-95.357,7,0,2,4.070914351851852
D,Solid Waste / Recycling,29.638,-95.358,7,0,2,3.631990740740741
C,Solid Waste / Recycling,29.725,-95.446,7,1,2,20.381840277777776
C,Traffic Signals / Lighting,29.753,-95.386,7,2,0,0.2367361111111111
D,Traffic Signals / Lighting,29.702,-95.397,7,1,0,0.9027893518518518
B,Water,29.818,-95.332,7,1,0,0.0545833333333333
I,Solid Waste / Recycling,29.738,-95.343,7,0,2,5.831180555555555
I,Solid Waste / Recycling,29.737,-95.33,7,0,3,7.042430555555556
A,Traffic Signals / Lighting,29.785,-95.618,7,0,0,0.0074189814814814
A,Traffic Signals / Lighting,29.81,-95.444,7,0,0,0.0091898148148148
I,Solid Waste / Recycling,29.728,-95.282,7,2,2,3.7
C,Traffic Signals / Lighting,29.732,-95.385,7,0,0,0.36938657407407405
I,Solid Waste / Recycling,29.729,-95.284,7,0,2,12.806111111111113
I,Solid Waste / Recycling,29.709,-95.281,7,0,3,11.903194444444445
I,Solid Waste / Recycling,29.706,-95.281,7,4,1,1.0513078703703704
K,Solid Waste / Recycling,29.662,-95.519,7,0,2,0.7424537037037037
K,Solid Waste / Recycling,29.66,-95.491,7,2,1,4.141365740740741
K,Solid Waste / Recycling,29.659,-95.468,7,0,4,39.94095486111111
D,Traffic Signals / Lighting,29.674,-95.336,7,1,1,0.253130787037037
G,Solid Waste / Recycling,29.778,-95.537,7,1,2,5.575960648148148
D,Water,29.672,-95.36,7,0,0,0.7709953703703704
G,Traffic Signals / Lighting,29.738,-95.493,7,2,0,0.8235648148148148
G,Solid Waste / Recycling,29.746,-95.624,7,1,1,1.3493576388888888
B,Solid Waste / Recycling,29.853,-95.25,7,0,3,7.971527777777778
D,Water,29.717,-95.354,7,0,1,0.0698148148148148
B,Traffic Signals / Lighting,29.95,-95.408,7,1,0,1.3570023148148147
C,Solid Waste / Recycling,29.751,-95.388,7,0,1,7.628541666666667
C,Solid Waste / Recycling,29.751,-95.39,7,0,3,14.471834490740742
I,Solid Waste / Recycling,29.676,-95.274,7,0,0,0.9545543981481481
B,Water,29.957,-95.545,7,0,0,0.1821875
K,Road / Pothole / Bridge,29.656,-95.458,7,0,0,0.7002314814814815
C,Solid Waste / Recycling,29.752,-95.38,7,1,0,8.255810185185185
C,Solid Waste / Recycling,29.752,-95.383,7,0,2,7.778721064814815
A,Traffic Signals / Lighting,29.82,-95.499,7,0,0,1.061892361111111
C,Traffic Signals / Lighting,29.76,-95.408,7,1,0,0.10083912037037035
C,Solid Waste / Recycling,29.748,-95.404,7,0,3,11.272893518518519
D,Solid Waste / Recycling,29.739,-95.368,7,3,1,5.5546875
D,Solid Waste / Recycling,29.738,-95.364,7,0,2,6.133229166666666
D,Solid Waste / Recycling,29.738,-95.372,7,0,0,3.055023148148148
D,Traffic Signals / Lighting,29.628,-95.356,7,4,0,0.003599537037037
D,Traffic Signals / Lighting,29.617,-95.368,7,0,0,0.0177083333333333
D,Traffic Signals / Lighting,29.614,-95.404,7,2,0,0.0015972222222222
C,Drainage / Flooding,29.781,-95.424,7,4,0,4.6315625
D,Solid Waste / Recycling,29.748,-95.382,7,2,0,5.331099537037037
G,Water,29.749,-95.538,7,0,0,0.2723148148148148
G,Water,29.739,-95.526,7,1,0,1.1522627314814815
G,Traffic Signals / Lighting,29.766,-95.55,7,2,2,7.952650462962963
C,Solid Waste / Recycling,29.756,-95.397,7,0,2,7.9870023148148155
K,Road / Pothole / Bridge,29.627,-95.465,7,0,0,1.0005902777777778
J,Water,29.735,-95.478,7,1,0,0.47890046296296296
A,Solid Waste / Recycling,29.807,-95.522,7,1,2,5.604803240740741
A,Traffic Signals / Lighting,29.79,-95.468,7,1,0,2.3235532407407407
A,Traffic Signals / Lighting,29.785,-95.532,7,0,0,0.0153009259259259
I,Solid Waste / Recycling,29.732,-95.285,7,0,1,4.53162037037037
B,Traffic Signals / Lighting,29.89,-95.418,7,0,1,12.843668981481482
D,Water,29.677,-95.336,7,0,0,0.0736574074074074
B,Solid Waste / Recycling,29.853,-95.246,7,0,3,13.426342592592592
B,Solid Waste / Recycling,29.853,-95.247,7,1,3,11.609467592592594
A,Solid Waste / Recycling,29.793,-95.575,7,4,1,18.848854166666666
A,Solid Waste / Recycling,29.791,-95.538,7,2,1,12.320266203703705
C,Solid Waste / Recycling,29.751,-95.402,7,2,1,7.0244328703703705
C,Solid Waste / Recycling,29.75,-95.389,7,0,2,7.4685648148148145
I,Solid Waste / Recycling,29.718,-95.258,7,3,0,7.258229166666665
I,Solid Waste / Recycling,29.643,-95.248,7,0,4,21.60971064814815
I,Solid Waste / Recycling,29.628,-95.276,7,3,2,16.883755787037035
I,Solid Waste / Recycling,29.627,-95.215,7,1,1,4.496261574074074
I,Solid Waste / Recycling,29.624,-95.206,7,1,2,8.639103009259259
G,Water,29.75,-95.538,7,0,0,0.2249942129629629
C,Water,29.742,-95.408,7,0,0,0.1217361111111111
I,Road / Pothole / Bridge,29.735,-95.302,7,0,0,2.844282407407408
I,Road / Pothole / Bridge,29.695,-95.265,7,0,2,4.862777777777778
A,Water,29.868,-95.569,7,0,0,0.18097800925925922
I,Road / Pothole / Bridge,29.676,-95.269,7,2,0,0.0092476851851851
K,Solid Waste / Recycling,29.634,-95.424,7,1,1,2.9436631944444445
A,Solid Waste / Recycling,29.798,-95.496,7,2,1,2.584212962962963
K,Solid Waste / Recycling,29.633,-95.413,7,0,7,42.01910879629629
G,Water,29.748,-95.538,7,0,0,0.2027662037037037
C,Water,29.734,-95.411,7,1,1,0.48130787037037037
C,Water,29.727,-95.441,7,0,0,0.1581481481481481
I,Solid Waste / Recycling,29.607,-95.243,7,0,1,3.7767013888888887
I,Road / Pothole / Bridge,29.81,-95.261,7,2,1,4.19900462962963
I,Road / Pothole / Bridge,29.8,-95.229,7,2,0,3.998327546296296
I,Solid Waste / Recycling,29.74,-95.328,7,0,3,13.126689814814815
A,Solid Waste / Recycling,29.884,-95.507,7,1,3,20.65916087962963
K,Solid Waste / Recycling,29.681,-95.433,7,0,2,31.619583333333335
C,Traffic Signals / Lighting,29.698,-95.418,7,0,0,0.7096643518518518
C,Traffic Signals / Lighting,29.689,-95.451,7,0,3,5.88238425925926
B,Solid Waste / Recycling,29.852,-95.247,7,0,4,20.119681712962965
E,Solid Waste / Recycling,29.562,-95.132,7,0,3,32.35024884259259
G,Solid Waste / Recycling,29.731,-95.457,7,3,0,3.8435011574074074
K,Solid Waste / Recycling,29.594,-95.462,7,1,0,3.933640046296296
K,Solid Waste / Recycling,29.592,-95.461,7,2,0,2.0675462962962965
K,Traffic Signals / Lighting,29.665,-95.528,7,0,0,1.4885532407407407
K,Traffic Signals / Lighting,29.664,-95.464,7,1,0,0.0044444444444444
I,Solid Waste / Recycling,29.74,-95.33,7,0,1,4.922812499999999
G,Water,29.755,-95.611,7,1,0,0.49725115740740744
C,Water,29.753,-95.392,7,1,0,0.0199710648148148
B,Solid Waste / Recycling,29.834,-95.285,7,1,4,27.84519675925926
G,Water,29.751,-95.623,7,0,0,0.07718749999999995
D,Solid Waste / Recycling,29.731,-95.378,7,1,1,3.6084201388888886
C,Water,29.775,-95.421,7,0,0,0.9682407407407408
J,Solid Waste / Recycling,29.689,-95.524,7,2,1,3.575393518518519
H,Water,29.777,-95.355,7,0,0,0.20528356481481475
H,Water,29.769,-95.386,7,0,0,0.1848032407407407
H,Traffic Signals / Lighting,29.915,-95.412,7,2,0,0.0136805555555555
D,Solid Waste / Recycling,29.729,-95.383,7,0,1,5.031585648148148
D,Solid Waste / Recycling,29.727,-95.373,7,0,3,3.9081828703703705
K,Solid Waste / Recycling,29.633,-95.43,7,2,2,9.932175925925923
C,Road / Pothole / Bridge,29.717,-95.418,7,2,0,1.885150462962963
C,Road / Pothole / Bridge,29.746,-95.407,7,2,0,1.0261111111111112
C,Road / Pothole / Bridge,29.736,-95.419,7,2,1,2.919560185185185
G,Water,29.757,-95.464,7,3,0,1.1107002314814816
G,Water,29.756,-95.596,7,0,0,2.1553472222222223
G,Water,29.756,-95.612,7,0,0,0.2354976851851851
I,Solid Waste / Recycling,29.742,-95.338,7,2,2,4.659884259259259
I,Solid Waste / Recycling,29.744,-95.353,7,2,1,4.144525462962963
G,Solid Waste / Recycling,29.742,-95.585,7,2,2,3.763622685185185
B,Solid Waste / Recycling,29.854,-95.25,7,0,2,7.704814814814815
B,Solid Waste / Recycling,29.854,-95.284,7,2,1,4.470596064814815
G,Road / Pothole / Bridge,29.756,-95.544,7,0,1,1.445167824074074
E,Solid Waste / Recycling,29.64,-95.224,7,1,1,2.7142013888888887
I,Water,29.819,-95.211,7,0,0,0.1563078703703703
B,Solid Waste / Recycling,29.805,-95.316,7,1,1,6.677488425925926
H,Solid Waste / Recycling,29.771,-95.307,7,0,1,9.90467013888889
B,Solid Waste / Recycling,29.817,-95.274,7,2,2,7.509456018518518
B,Solid Waste / Recycling,29.814,-95.286,7,1,3,38.920034722222226
H,Solid Waste / Recycling,29.747,-95.335,7,0,0,6.651215277777778
B,Solid Waste / Recycling,29.819,-95.293,7,0,3,15.40626736111111
D,Solid Waste / Recycling,29.72,-95.354,7,2,1,5.756724537037037
D,Solid Waste / Recycling,29.71,-95.38,7,2,1,2.778576388888889
D,Solid Waste / Recycling,29.732,-95.346,7,2,3,102.90168981481482
A,Solid Waste / Recycling,29.814,-95.528,7,0,2,10.885069444444444
